Chord Name,Chord Type,Ft-E,Ft-A,Ft-D,Ft-G,Ft-B,Ft-e,Fg-E,Fg-A,Fg-D,Fg-G,Fg-B,Fg-e,Fn-E,Fn-A,Fn-D,Fn-G,Fn-B,Fn-e,Fi-E,Fi-A,Fi-D,Fi-G,Fi-B,Fi-e,Fret Positions,Finger Positions,Notes,Sorted Intervals,Grouping
Adim,dim,5,x,x,5,4,5,2,x,x,3,1,4,A,,,C,Eb,A,1,,,b3,b5,1,5-x-x-5-4-5,2-x-x-3-1-4,A C Eb A,1 b3 b5 ,
Adim,dim,x,0,1,2,1,x,0,0,1,3,2,0,,A,Eb,A,C,,,1,b5,1,b3,,x-0-1-2-1-x,0-0-1-3-2-0,A Eb A C,1 b3 b5 ,
Adim,dim,x,0,1,2,1,x,x,0,1,3,2,x,,A,Eb,A,C,,,1,b5,1,b3,,x-0-1-2-1-x,x-0-1-3-2-x,A Eb A C,1 b3 b5 ,
Adim,dim,x,15,13,14,13,x,x,3,1,2,1,x,,C,Eb,A,C,,,b3,b5,1,b3,,x-15-13-14-13-x,x-3-1-2-1-x,C Eb A C,1 b3 b5 ,
Adim,dim,x,x,10,8,10,8,x,x,3,1,4,1,,,C,Eb,A,C,,,b3,b5,1,b3,x-x-10-8-10-8,x-x-3-1-4-1,C Eb A C,1 b3 b5 ,
Adim,dim,x,x,13,14,13,11,x,x,2,4,3,1,,,Eb,A,C,Eb,,,b5,1,b3,b5,x-x-13-14-13-11,x-x-2-4-3-1,Eb A C Eb,1 b3 b5 ,
Adim/F,dim/F,x,x,1,2,1,1,0,0,1,4,2,3,,,Eb,A,C,F,,,b5,1,b3,b6,x-x-1-2-1-1,0-0-1-4-2-3,Eb A C F,1 b3 b5 b6 ,
Adim/F,dim/F,x,x,3,5,4,5,0,0,1,3,2,4,,,F,C,Eb,A,,,b6,b3,b5,1,x-x-3-5-4-5,0-0-1-3-2-4,F C Eb A,1 b3 b5 b6 ,
Adim/G,dim/G,x,x,1,2,1,3,0,0,1,3,2,4,,,Eb,A,C,G,,,b5,1,b3,b7,x-x-1-2-1-3,0-0-1-3-2-4,Eb A C G,1 b3 b5 b7 ,
Adim/Gb,dim/Gb,x,x,1,2,1,2,0,0,1,3,2,4,,,Eb,A,C,Gb,,,b5,1,b3,6,x-x-1-2-1-2,0-0-1-3-2-4,Eb A C Gb,1 b3 b5 6 ,
Adim7,dim7,5,6,7,5,7,5,1,2,3,1,4,1,A,Eb,A,C,Gb,A,1,b5,1,b3,6,1,5-6-7-5-7-5,1-2-3-1-4-1,A Eb A C Gb A,1 b3 b5 6 ,
Adim7,dim7,5,x,4,5,4,x,2,x,1,3,1,x,A,,Gb,C,Eb,,1,,6,b3,b5,,5-x-4-5-4-x,2-x-1-3-1-x,A Gb C Eb,1 b3 b5 6 ,
Adim7,dim7,x,0,1,2,1,2,x,0,1,3,2,4,,A,Eb,A,C,Gb,,1,b5,1,b3,6,x-0-1-2-1-2,x-0-1-3-2-4,A Eb A C Gb,1 b3 b5 6 ,
Adim7,dim7,x,12,13,11,13,11,x,2,3,1,4,1,,A,Eb,Gb,C,Eb,,1,b5,6,b3,b5,x-12-13-11-13-11,x-2-3-1-4-1,A Eb Gb C Eb,1 b3 b5 6 ,
Adim7,dim7,x,x,1,2,1,2,0,0,1,3,2,4,,,Eb,A,C,Gb,,,b5,1,b3,6,x-x-1-2-1-2,0-0-1-3-2-4,Eb A C Gb,1 b3 b5 6 ,
Adim7,dim7,x,x,7,8,7,8,x,x,1,3,2,4,,,A,Eb,Gb,C,,,1,b5,6,b3,x-x-7-8-7-8,x-x-1-3-2-4,A Eb Gb C,1 b3 b5 6 ,
Am,m,5,7,7,5,5,5,1,3,4,1,1,1,A,E,A,C,E,A,1,5,1,b3,5,1,5-7-7-5-5-5,1-3-4-1-1-1,A E A C E A,1 b3 5 ,
Am,m,x,0,2,2,1,0,0,0,2,3,1,0,,A,E,A,C,E,,1,5,1,b3,5,x-0-2-2-1-0,0-0-2-3-1-0,A E A C E,1 b3 5 ,
Am,m,x,0,2,2,1,0,x,0,2,3,1,0,,A,E,A,C,E,,1,5,1,b3,5,x-0-2-2-1-0,x-0-2-3-1-0,A E A C E,1 b3 5 ,
Am,m,x,12,10,9,10,x,x,4,2,1,3,x,,A,C,E,A,,,1,b3,5,1,,x-12-10-9-10-x,x-4-2-1-3-x,A C E A,1 b3 5 ,
Am,m,x,12,14,14,13,12,x,1,3,4,2,1,,A,E,A,C,E,,1,5,1,b3,5,x-12-14-14-13-12,x-1-3-4-2-1,A E A C E,1 b3 5 ,
Am,m,x,x,7,9,10,8,x,x,1,3,4,2,,,A,E,A,C,,,1,5,1,b3,x-x-7-9-10-8,x-x-1-3-4-2,A E A C,1 b3 5 ,
Am(add9),m(add9),5,7,7,5,5,7,1,2,3,1,1,4,A,E,A,C,E,B,1,5,1,b3,5,2,5-7-7-5-5-7,1-2-3-1-1-4,A E A C E B,1 2 b3 5 ,
Am(add9),m(add9),8,x,x,9,10,7,2,x,x,3,4,1,C,,,E,A,B,b3,,,5,1,2,8-x-x-9-10-7,2-x-x-3-4-1,C E A B,1 2 b3 5 ,
Am(add9),m(add9),x,0,2,4,1,0,x,0,2,4,1,0,,A,E,B,C,E,,1,5,2,b3,5,x-0-2-4-1-0,x-0-2-4-1-0,A E B C E,1 2 b3 5 ,
Am(add9),m(add9),x,12,10,9,12,x,x,3,2,1,4,x,,A,C,E,B,,,1,b3,5,2,,x-12-10-9-12-x,x-3-2-1-4-x,A C E B,1 2 b3 5 ,
Am(add9),m(add9),x,x,9,9,8,10,x,x,2,3,4,1,,,B,E,G,D,,,2,5,b7,4,x-x-9-9-8-10,x-x-2-3-4-1,B E G D,2 4 5 b7 ,
Am(maj7),m(maj7),5,7,6,5,5,5,1,3,2,1,1,1,A,E,Ab,C,E,A,1,5,7,b3,5,1,5-7-6-5-5-5,1-3-2-1-1-1,A E Ab C E A,1 b3 5 7 ,
Am(maj7),m(maj7),x,0,2,1,1,0,x,0,3,1,2,0,,A,E,Ab,C,E,,1,5,7,b3,5,x-0-2-1-1-0,x-0-3-1-2-0,A E Ab C E,1 b3 5 7 ,
Am(maj7),m(maj7),x,12,10,9,9,x,x,4,2,1,1,x,,A,C,E,Ab,,,1,b3,5,7,,x-12-10-9-9-x,x-4-2-1-1-x,A C E Ab,1 b3 5 7 ,
Am(maj7),m(maj7),x,12,14,13,13,12,x,1,4,2,3,1,,A,E,Ab,C,E,,1,5,7,b3,5,x-12-14-13-13-12,x-1-4-2-3-1,A E Ab C E,1 b3 5 7 ,
Am(maj7),m(maj7),x,x,7,9,9,8,x,x,1,3,4,2,,,A,E,Ab,C,,,1,5,7,b3,x-x-7-9-9-8,x-x-1-3-4-2,A E Ab C,1 b3 5 7 ,
Am/G,m/G,3,x,2,2,1,0,4,x,2,3,1,0,G,,E,A,C,E,b7,,5,1,b3,5,3-x-2-2-1-0,4-x-2-3-1-0,G E A C E,1 b3 5 b7 ,
Am/G,m/G,x,0,2,0,1,0,0,0,2,0,1,0,,A,E,G,C,E,,1,5,b7,b3,5,x-0-2-0-1-0,0-0-2-0-1-0,A E G C E,1 b3 5 b7 ,
Am/G,m/G,x,0,2,2,1,3,0,0,2,3,1,4,,A,E,A,C,G,,1,5,1,b3,b7,x-0-2-2-1-3,0-0-2-3-1-4,A E A C G,1 b3 5 b7 ,
Am/Gb,m/Gb,x,0,2,2,1,2,0,0,2,3,1,4,,A,E,A,C,Gb,,1,5,1,b3,6,x-0-2-2-1-2,0-0-2-3-1-4,A E A C Gb,1 b3 5 6 ,
Am/Gb,m/Gb,x,x,2,2,1,2,0,0,2,3,1,4,,,E,A,C,Gb,,,5,1,b3,6,x-x-2-2-1-2,0-0-2-3-1-4,E A C Gb,1 b3 5 6 ,
Am11,m11,5,5,5,5,5,7,1,1,1,1,1,3,A,D,G,C,E,B,1,4,b7,b3,5,2,5-5-5-5-5-7,1-1-1-1-1-3,A D G C E B,1 2 b3 4 5 b7 ,
Am11,m11,5,x,5,5,3,x,2,x,3,4,1,x,A,,G,C,D,,1,,b7,b3,4,,5-x-5-5-3-x,2-x-3-4-1-x,A G C D,1 b3 4 b7 ,
Am11,m11,x,0,0,0,1,0,x,0,0,0,1,0,,A,D,G,C,E,,1,4,b7,b3,5,x-0-0-0-1-0,x-0-0-0-1-0,A D G C E,1 b3 4 5 b7 ,
Am11,m11,x,12,10,12,12,10,x,2,1,3,4,1,,A,C,G,B,D,,1,b3,b7,2,4,x-12-10-12-12-10,x-2-1-3-4-1,A C G B D,1 2 b3 4 b7 ,
Am11,m11,x,x,7,7,9,9,x,x,1,1,2,2,,,A,D,Ab,Db,,,1,4,7,3,x-x-7-7-9-9,x-x-1-1-2-2,A D Ab Db,1 3 4 7 ,
Am13,m13,5,7,5,5,7,5,1,3,1,1,4,1,A,E,G,C,Gb,A,1,5,b7,b3,6,1,5-7-5-5-7-5,1-3-1-1-4-1,A E G C Gb A,1 b3 5 6 b7 ,
Am13,m13,x,0,2,0,1,2,x,0,2,0,1,3,,A,E,G,C,Gb,,1,5,b7,b3,6,x-0-2-0-1-2,x-0-2-0-1-3,A E G C Gb,1 b3 5 6 b7 ,
Am13,m13,x,9,x,9,8,8,x,2,x,3,1,1,,Gb,,E,G,C,,6,,5,b7,b3,x-9-x-9-8-8,x-2-x-3-1-1,Gb E G C,b3 5 6 b7 ,
Am13,m13,x,10,10,11,12,12,x,1,1,2,3,4,,G,C,Gb,B,E,,b7,b3,6,2,5,x-10-10-11-12-12,x-1-1-2-3-4,G C Gb B E,2 b3 5 6 b7 ,
Am13,m13,x,12,x,12,13,14,x,1,x,2,3,4,,A,,G,C,Gb,,1,,b7,b3,6,x-12-x-12-13-14,x-1-x-2-3-4,A G C Gb,1 b3 6 b7 ,
Am6,m6,5,7,7,5,7,5,1,2,3,1,4,1,A,E,A,C,Gb,A,1,5,1,b3,6,1,5-7-7-5-7-5,1-2-3-1-4-1,A E A C Gb A,1 b3 5 6 ,
Am6,m6,5,x,4,5,5,x,2,x,1,3,4,x,A,,Gb,C,E,,1,,6,b3,5,,5-x-4-5-5-x,2-x-1-3-4-x,A Gb C E,1 b3 5 6 ,
Am6,m6,x,0,2,2,1,2,0,0,2,3,1,4,,A,E,A,C,Gb,,1,5,1,b3,6,x-0-2-2-1-2,0-0-2-3-1-4,A E A C Gb,1 b3 5 6 ,
Am6,m6,x,0,2,2,1,2,x,0,2,3,1,4,,A,E,A,C,Gb,,1,5,1,b3,6,x-0-2-2-1-2,x-0-2-3-1-4,A E A C Gb,1 b3 5 6 ,
Am6,m6,x,12,10,11,10,12,x,3,1,2,1,4,,A,C,Gb,A,E,,1,b3,6,1,5,x-12-10-11-10-12,x-3-1-2-1-4,A C Gb A E,1 b3 5 6 ,
Am6,m6,x,x,2,2,1,2,0,0,2,3,1,4,,,E,A,C,Gb,,,5,1,b3,6,x-x-2-2-1-2,0-0-2-3-1-4,E A C Gb,1 b3 5 6 ,
Am6,m6,x,x,7,9,7,8,x,x,1,3,1,2,,,A,E,Gb,C,,,1,5,6,b3,x-x-7-9-7-8,x-x-1-3-1-2,A E Gb C,1 b3 5 6 ,
Am6/9,m6/9,8,x,9,9,7,x,2,x,3,4,1,x,C,,B,E,Gb,,b3,,2,5,6,,8-x-9-9-7-x,2-x-3-4-1-x,C B E Gb,2 b3 5 6 ,
Am6/9,m6/9,x,3,2,2,0,2,x,4,1,2,0,3,,C,E,A,B,Gb,,b3,5,1,2,6,x-3-2-2-0-2,x-4-1-2-0-3,C E A B Gb,1 2 b3 5 6 ,
Am6/9,m6/9,x,12,10,11,12,x,x,3,1,2,4,x,,A,C,Gb,B,,,1,b3,6,2,,x-12-10-11-12-x,x-3-1-2-4-x,A C Gb B,1 2 b3 6 ,
Am6/9,m6/9,x,x,7,5,7,7,x,x,2,1,3,4,,,A,C,Gb,B,,,1,b3,6,2,x-x-7-5-7-7,x-x-2-1-3-4,A C Gb B,1 2 b3 6 ,
Am6/9,m6/9,x,x,9,11,10,8,x,x,2,4,3,1,,,B,Gb,A,C,,,2,6,1,b3,x-x-9-11-10-8,x-x-2-4-3-1,B Gb A C,1 2 b3 6 ,
Am7,m7,5,7,5,5,5,5,1,3,1,1,1,1,A,E,G,C,E,A,1,5,b7,b3,5,1,5-7-5-5-5-5,1-3-1-1-1-1,A E G C E A,1 b3 5 b7 ,
Am7,m7,x,0,2,0,1,0,0,0,2,0,1,0,,A,E,G,C,E,,1,5,b7,b3,5,x-0-2-0-1-0,0-0-2-0-1-0,A E G C E,1 b3 5 b7 ,
Am7,m7,x,0,2,2,1,3,0,0,2,3,1,4,,A,E,A,C,G,,1,5,1,b3,b7,x-0-2-2-1-3,0-0-2-3-1-4,A E A C G,1 b3 5 b7 ,
Am7,m7,x,0,2,2,1,3,x,0,2,3,1,4,,A,E,A,C,G,,1,5,1,b3,b7,x-0-2-2-1-3,x-0-2-3-1-4,A E A C G,1 b3 5 b7 ,
Am7,m7,x,12,10,12,10,12,x,2,1,3,1,4,,A,C,G,A,E,,1,b3,b7,1,5,x-12-10-12-10-12,x-2-1-3-1-4,A C G A E,1 b3 5 b7 ,
Am7,m7,x,12,14,12,13,12,x,1,3,1,2,1,,A,E,G,C,E,,1,5,b7,b3,5,x-12-14-12-13-12,x-1-3-1-2-1,A E G C E,1 b3 5 b7 ,
Am7,m7,x,x,7,9,8,8,x,x,1,4,2,3,,,A,E,G,C,,,1,5,b7,b3,x-x-7-9-8-8,x-x-1-4-2-3,A E G C,1 b3 5 b7 ,
Am7b5,m7b5,5,x,5,5,4,x,2,x,3,4,1,x,A,,G,C,Eb,,1,,b7,b3,b5,,5-x-5-5-4-x,2-x-3-4-1-x,A G C Eb,1 b3 b5 b7 ,
Am7b5,m7b5,x,0,1,2,1,3,x,0,1,2,1,4,,A,Eb,A,C,G,,1,b5,1,b3,b7,x-0-1-2-1-3,x-0-1-2-1-4,A Eb A C G,1 b3 b5 b7 ,
Am7b5,m7b5,x,10,10,8,10,x,x,2,3,1,4,x,,G,C,Eb,A,,,b7,b3,b5,1,,x-10-10-8-10-x,x-2-3-1-4-x,G C Eb A,1 b3 b5 b7 ,
Am7b5,m7b5,x,12,13,12,13,x,x,1,3,2,4,x,,A,Eb,G,C,,,1,b5,b7,b3,,x-12-13-12-13-x,x-1-3-2-4-x,A Eb G C,1 b3 b5 b7 ,
Am7b5,m7b5,x,x,1,2,1,3,0,0,1,3,2,4,,,Eb,A,C,G,,,b5,1,b3,b7,x-x-1-2-1-3,0-0-1-3-2-4,Eb A C G,1 b3 b5 b7 ,
Am7b5,m7b5,x,x,7,8,8,8,x,x,1,3,3,3,,,A,Eb,G,C,,,1,b5,b7,b3,x-x-7-8-8-8,x-x-1-3-3-3,A Eb G C,1 b3 b5 b7 ,
Am9,m9,5,3,2,0,0,0,4,2,1,0,0,0,A,C,E,G,B,E,1,b3,5,b7,2,5,5-3-2-0-0-0,4-2-1-0-0-0,A C E G B E,1 2 b3 5 b7 ,
Am9,m9,5,7,5,5,5,7,1,3,1,1,1,4,A,E,G,C,E,B,1,5,b7,b3,5,2,5-7-5-5-5-7,1-3-1-1-1-4,A E G C E B,1 2 b3 5 b7 ,
Am9,m9,x,0,1,1,1,3,0,0,1,1,1,4,,A,Eb,Ab,C,G,,1,b5,7,b3,b7,x-0-1-1-1-3,0-0-1-1-1-4,A Eb Ab C G,1 b3 b5 b7 7 ,
Am9,m9,x,12,10,12,12,x,x,2,1,3,4,x,,A,C,G,B,,,1,b3,b7,2,,x-12-10-12-12-x,x-2-1-3-4-x,A C G B,1 2 b3 b7 ,
Am9,m9,x,x,7,5,8,7,x,x,2,1,4,3,,,A,C,G,B,,,1,b3,b7,2,x-x-7-5-8-7,x-x-2-1-4-3,A C G B,1 2 b3 b7 ,
Am9,m9,x,x,10,12,12,12,x,x,1,3,3,3,,,C,G,B,E,,,b3,b7,2,5,x-x-10-12-12-12,x-x-1-3-3-3,C G B E,2 b3 5 b7 ,
Am9(maj7),m9(maj7),5,7,6,5,5,7,1,3,2,1,1,4,A,E,Ab,C,E,B,1,5,7,b3,5,2,5-7-6-5-5-7,1-3-2-1-1-4,A E Ab C E B,1 2 b3 5 7 ,
Am9(maj7),m9(maj7),x,3,2,1,0,0,x,3,2,1,0,0,,C,E,Ab,B,E,,b3,5,7,2,5,x-3-2-1-0-0,x-3-2-1-0-0,C E Ab B E,2 b3 5 7 ,
Am9(maj7),m9(maj7),x,12,10,13,12,x,x,2,1,4,3,x,,A,C,Ab,B,,,1,b3,7,2,,x-12-10-13-12-x,x-2-1-4-3-x,A C Ab B,1 2 b3 7 ,
Am9(maj7),m9(maj7),x,15,14,13,12,12,x,4,3,2,1,1,,C,E,Ab,B,E,,b3,5,7,2,5,x-15-14-13-12-12,x-4-3-2-1-1,C E Ab B E,2 b3 5 7 ,
Am9(maj7),m9(maj7),x,x,10,9,9,7,x,x,4,2,3,1,,,C,E,Ab,B,,,b3,5,7,2,x-x-10-9-9-7,x-x-4-2-3-1,C E Ab B,2 b3 5 7 ,
Am9b5,m9b5,8,x,9,8,8,x,1,x,4,2,3,x,C,,B,Eb,G,,b3,,2,b5,b7,,8-x-9-8-8-x,1-x-4-2-3-x,C B Eb G,2 b3 b5 b7 ,
Am9b5,m9b5,x,0,1,4,1,3,x,0,1,4,1,3,,A,Eb,B,C,G,,1,b5,2,b3,b7,x-0-1-4-1-3,x-0-1-4-1-3,A Eb B C G,1 2 b3 b5 b7 ,
Am9b5,m9b5,x,14,13,12,13,x,x,4,2,1,3,x,,B,Eb,G,C,,,2,b5,b7,b3,,x-14-13-12-13-x,x-4-2-1-3-x,B Eb G C,2 b3 b5 b7 ,
Am9b5,m9b5,x,x,5,5,4,7,x,x,2,3,1,4,,,G,C,Eb,B,,,b7,b3,b5,2,x-x-5-5-4-7,x-x-2-3-1-4,G C Eb B,2 b3 b5 b7 ,
Am9b5,m9b5,x,x,10,12,12,11,x,x,1,3,4,2,,,C,G,B,Eb,,,b3,b7,2,b5,x-x-10-12-12-11,x-x-1-3-4-2,C G B Eb,2 b3 b5 b7 ,
Amaj13,maj13,5,4,4,4,5,4,2,1,1,1,3,1,A,Db,Gb,B,E,Ab,1,3,6,2,5,7,5-4-4-4-5-4,2-1-1-1-3-1,A Db Gb B E Ab,1 2 3 5 6 7 ,
Amaj13,maj13,5,x,6,6,7,x,1,x,2,3,4,x,A,,Ab,Db,Gb,,1,,7,3,6,,5-x-6-6-7-x,1-x-2-3-4-x,A Ab Db Gb,1 3 6 7 ,
Amaj13,maj13,14,14,14,14,14,16,1,1,1,1,1,3,Gb,B,E,A,Db,Ab,6,2,5,1,3,7,14-14-14-14-14-16,1-1-1-1-1-3,Gb B E A Db Ab,1 2 3 5 6 7 ,
Amaj13,maj13,x,0,2,1,2,2,x,0,2,1,3,4,,A,E,Ab,Db,Gb,,1,5,7,3,6,x-0-2-1-2-2,x-0-2-1-3-4,A E Ab Db Gb,1 3 5 6 7 ,
Amaj13,maj13,x,12,11,11,9,9,x,4,2,3,1,1,,A,Db,Gb,Ab,Db,,1,3,6,7,3,x-12-11-11-9-9,x-4-2-3-1-1,A Db Gb Ab Db,1 3 6 7 ,
Amaj7,maj7,5,x,6,6,5,x,1,x,3,4,2,x,A,,Ab,Db,E,,1,,7,3,5,,5-x-6-6-5-x,1-x-3-4-2-x,A Ab Db E,1 3 5 7 ,
Amaj7,maj7,x,0,2,1,2,0,0,0,2,1,3,0,,A,E,Ab,Db,E,,1,5,7,3,5,x-0-2-1-2-0,0-0-2-1-3-0,A E Ab Db E,1 3 5 7 ,
Amaj7,maj7,x,0,2,1,2,0,x,0,2,1,3,0,,A,E,Ab,Db,E,,1,5,7,3,5,x-0-2-1-2-0,x-0-2-1-3-0,A E Ab Db E,1 3 5 7 ,
Amaj7,maj7,x,12,11,9,9,x,x,4,3,1,1,x,,A,Db,E,Ab,,,1,3,5,7,,x-12-11-9-9-x,x-4-3-1-1-x,A Db E Ab,1 3 5 7 ,
Amaj7,maj7,x,x,7,6,5,4,x,x,4,3,2,1,,,A,Db,E,Ab,,,1,3,5,7,x-x-7-6-5-4,x-x-4-3-2-1,A Db E Ab,1 3 5 7 ,
Amaj7,maj7,x,x,7,9,9,9,x,x,1,3,3,3,,,A,E,Ab,Db,,,1,5,7,3,x-x-7-9-9-9,x-x-1-3-3-3,A E Ab Db,1 3 5 7 ,
Amaj7,maj7,9,12,x,x,9,12,1,3,x,x,2,4,Db,A,,,Ab,E,3,1,,,7,5,9-12-x-x-9-12,1-3-x-x-2-4,Db A Ab E,1 3 5 7 ,
Amaj7,maj7,x,12,11,14,9,9,x,4,3,2,1,1,,A,Db,A,Ab,Db,,1,3,1,7,3,x-12-11-14-9-9,x-4-3-2-1-1,A Db A Ab Db,1 3 7 ,
Amaj7,maj7,x,12,x,13,10,9,x,3,x,4,1,1,,A,,Ab,A,Db,,1,,7,1,3,x-12-x-13-10-9,x-3-x-4-1-1,A Ab A Db,1 3 7 ,
Amaj7#11,maj7#11,5,x,6,6,4,x,2,x,3,4,1,x,A,,Ab,Db,Eb,,1,,7,3,b5,,5-x-6-6-4-x,2-x-3-4-1-x,A Ab Db Eb,1 3 b5 7 ,
Amaj7#11,maj7#11,x,0,1,1,2,0,x,0,1,2,3,0,,A,Eb,Ab,Db,E,,1,b5,7,3,5,x-0-1-1-2-0,x-0-1-2-3-0,A Eb Ab Db E,1 3 b5 5 7 ,
Amaj7#11,maj7#11,x,4,2,2,4,4,x,2,1,1,3,4,,Db,E,A,Eb,Ab,,3,5,1,b5,7,x-4-2-2-4-4,x-2-1-1-3-4,Db E A Eb Ab,1 3 b5 5 7 ,
Amaj7#11,maj7#11,x,12,11,13,14,11,x,2,1,3,4,1,,A,Db,Ab,Db,Eb,,1,3,7,3,b5,x-12-11-13-14-11,x-2-1-3-4-1,A Db Ab Db Eb,1 3 b5 7 ,
Amaj7#11,maj7#11,x,x,7,8,9,9,x,x,1,2,3,3,,,A,Eb,Ab,Db,,,1,b5,7,3,x-x-7-8-9-9,x-x-1-2-3-3,A Eb Ab Db,1 3 b5 7 ,
Amaj9,maj9,4,2,2,2,2,x,3,1,1,1,1,0,Ab,B,E,A,Db,,7,2,5,1,3,,4-2-2-2-2-x,3-1-1-1-1-0,Ab B E A Db,1 2 3 5 7 ,
Amaj9,maj9,x,0,2,4,2,4,0,0,1,3,1,4,,A,E,B,Db,Ab,,1,5,2,3,7,x-0-2-4-2-4,0-0-1-3-1-4,A E B Db Ab,1 2 3 5 7 ,
Amaj9,maj9,x,0,2,4,2,4,x,0,1,3,1,4,,A,E,B,Db,Ab,,1,5,2,3,7,x-0-2-4-2-4,x-0-1-3-1-4,A E B Db Ab,1 2 3 5 7 ,
Amaj9,maj9,x,12,9,9,9,9,x,4,1,1,1,1,,A,B,E,Ab,Db,,1,2,5,7,3,x-12-9-9-9-9,x-4-1-1-1-1,A B E Ab Db,1 2 3 5 7 ,
Amaj9,maj9,x,12,11,13,12,x,x,2,1,4,3,x,,A,Db,Ab,B,,,1,3,7,2,,x-12-11-13-12-x,x-2-1-4-3-x,A Db Ab B,1 2 3 7 ,
Amaj9,maj9,x,14,14,14,14,16,x,1,1,1,1,3,,B,E,A,Db,Ab,,2,5,1,3,7,x-14-14-14-14-16,x-1-1-1-1-3,B E A Db Ab,1 2 3 5 7 ,
Amaj9,maj9,x,x,7,6,9,7,x,x,2,1,4,3,,,A,Db,Ab,B,,,1,3,7,2,x-x-7-6-9-7,x-x-2-1-4-3,A Db Ab B,1 2 3 7 ,
Amb6,mb6,5,7,7,5,6,5,1,3,4,1,2,1,A,E,A,C,F,A,1,5,1,b3,b6,1,5-7-7-5-6-5,1-3-4-1-2-1,A E A C F A,1 b3 5 b6 ,
Amb6,mb6,8,x,7,9,6,x,3,x,2,4,1,x,C,,A,E,F,,b3,,1,5,b6,,8-x-7-9-6-x,3-x-2-4-1-x,C A E F,1 b3 5 b6 ,
Amb6,mb6,x,0,2,2,1,1,x,0,2,3,1,1,,A,E,A,C,F,,1,5,1,b3,b6,x-0-2-2-1-1,x-0-2-3-1-1,A E A C F,1 b3 5 b6 ,
Amb6,mb6,x,12,10,10,10,12,x,3,1,1,1,4,,A,C,F,A,E,,1,b3,b6,1,5,x-12-10-10-10-12,x-3-1-1-1-4,A C F A E,1 b3 5 b6 ,
Amb6,mb6,x,12,14,14,13,13,x,1,3,4,2,2,,A,E,A,C,F,,1,5,1,b3,b6,x-12-14-14-13-13,x-1-3-4-2-2,A E A C F,1 b3 5 b6 ,
Asus2,sus2,5,x,x,4,5,5,2,x,x,1,3,4,A,,,B,E,A,1,,,2,5,1,5-x-x-4-5-5,2-x-x-1-3-4,A B E A,1 2 5 ,
Asus2,sus2,x,0,2,2,0,0,0,0,1,2,0,0,,A,E,A,B,E,,1,5,1,2,5,x-0-2-2-0-0,0-0-1-2-0-0,A E A B E,1 2 5 ,
Asus2,sus2,x,0,2,2,0,0,x,0,1,2,0,0,,A,E,A,B,E,,1,5,1,2,5,x-0-2-2-0-0,x-0-1-2-0-0,A E A B E,1 2 5 ,
Asus2,sus2,x,12,9,9,10,x,x,4,1,1,2,x,,A,B,E,A,,,1,2,5,1,,x-12-9-9-10-x,x-4-1-1-2-x,A B E A,1 2 5 ,
Asus2,sus2,x,14,14,14,12,x,x,2,3,4,1,x,,B,E,A,B,,,2,5,1,2,,x-14-14-14-12-x,x-2-3-4-1-x,B E A B,1 2 5 ,
Asus2,sus2,x,x,7,9,10,7,x,x,1,3,4,1,,,A,E,A,B,,,1,5,1,2,x-x-7-9-10-7,x-x-1-3-4-1,A E A B,1 2 5 ,
Asus4,sus4,5,5,7,7,5,5,1,1,4,3,1,1,A,D,A,D,E,A,1,4,1,4,5,1,5-5-7-7-5-5,1-1-4-3-1-1,A D A D E A,1 4 5 ,
Asus4,sus4,5,7,7,7,5,5,1,2,3,4,1,1,A,E,A,D,E,A,1,5,1,4,5,1,5-7-7-7-5-5,1-2-3-4-1-1,A E A D E A,1 4 5 ,
Asus4,sus4,12,12,12,14,15,12,1,1,1,3,4,1,E,A,D,A,D,E,5,1,4,1,4,5,12-12-12-14-15-12,1-1-1-3-4-1,E A D A D E,1 4 5 ,
Asus4,sus4,x,0,2,2,3,0,0,0,1,2,3,0,,A,E,A,D,E,,1,5,1,4,5,x-0-2-2-3-0,0-0-1-2-3-0,A E A D E,1 4 5 ,
Asus4,sus4,x,0,2,2,3,0,x,0,1,2,4,0,,A,E,A,D,E,,1,5,1,4,5,x-0-2-2-3-0,x-0-1-2-4-0,A E A D E,1 4 5 ,
Asus4,sus4,x,9,9,6,7,x,x,3,4,1,2,x,,Gb,B,Db,Gb,,,6,2,3,6,,x-9-9-6-7-x,x-3-4-1-2-x,Gb B Db Gb,2 3 6 ,
Asus4,sus4,x,x,7,9,10,10,x,x,1,3,4,4,,,A,E,A,D,,,1,5,1,4,x-x-7-9-10-10,x-x-1-3-4-4,A E A D,1 4 5 ,
Ab,,4,3,1,1,1,x,0,3,1,1,1,0,Ab,C,Eb,Ab,C,,1,3,5,1,3,,4-3-1-1-1-x,0-3-1-1-1-0,Ab C Eb Ab C,1 3 5 ,
Ab,,4,3,1,1,1,x,4,3,1,1,1,x,Ab,C,Eb,Ab,C,,1,3,5,1,3,,4-3-1-1-1-x,4-3-1-1-1-x,Ab C Eb Ab C,1 3 5 ,
Ab,,4,6,6,5,4,4,1,3,4,2,1,1,Ab,Eb,Ab,C,Eb,Ab,1,5,1,3,5,1,4-6-6-5-4-4,1-3-4-2-1-1,Ab Eb Ab C Eb Ab,1 3 5 ,
